Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Pre_Early_Prct,Early_Outbreak_Prct,Pre_Outbreak_Prct,Pre_rank,Early_rank,Outbreak_rank,Rank_change1,Rank_change2,Rank_change3
b9729,b,Other coronavirus as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,91,388,28,3.263736264,-0.927835052,-0.692307692,2754,1157,4732,-1597,3575,1978
b974,b,Respiratory syncytial virus as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,126,593,13,3.706349206,-0.978077572,-0.896825397,2294,883,6247,-1411,5364,3953
b9789,b,Other viral agents as the cause of diseases classified elsewhere,Certain infectious and parasitic diseases,1193,1147,400,-0.038558256,-0.651264167,-0.664710813,550,549,1153,-1,604,603
b998,b,Other infectious disease,Certain infectious and parasitic diseases,43,26,35,-0.395348837,0.346153846,-0.186046512,4010,4846,4283,836,-563,273
b999,b,Unspecified infectious disease,Certain infectious and parasitic diseases,62,30,30,-0.516129032,0,-0.516129032,3384,4530,4603,1146,73,1219
c01,c,Malignant neoplasm of base of tongue,Neoplasms,59,65,62,0.101694915,-0.046153846,0.050847458,3464,3171,3260,-293,89,-204
c021,c,Malignant neoplasm of border of tongue,Neoplasms,13,14,10,0.076923077,-0.285714286,-0.230769231,6376,6143,6603,-233,460,227
c029,c,"Malignant neoplasm of tongue, unspecified",Neoplasms,126,90,79,-0.285714286,-0.122222222,-0.373015873,2293,2654,2878,361,224,585
c049,c,"Malignant neoplasm of floor of mouth, unspecified",Neoplasms,20,20,22,0,0.1,0.1,5588,5427,5215,-161,-212,-373
c060,c,Malignant neoplasm of cheek mucosa,Neoplasms,13,17,13,0.307692308,-0.235294118,0,6374,5771,6241,-603,470,-133
c069,c,"Malignant neoplasm of mouth, unspecified",Neoplasms,38,27,46,-0.289473684,0.703703704,0.210526316,4236,4766,3779,530,-987,-457
c07,c,Malignant neoplasm of parotid gland,Neoplasms,32,33,44,0.03125,0.333333333,0.375,4581,4325,3861,-256,-464,-720
c099,c,"Malignant neoplasm of tonsil, unspecified",Neoplasms,69,66,66,-0.043478261,0,-0.043478261,3200,3149,3154,-51,5,-46
c109,c,"Malignant neoplasm of oropharynx, unspecified",Neoplasms,49,52,55,0.06122449,0.057692308,0.12244898,3773,3505,3464,-268,-41,-309
c119,c,"Malignant neoplasm of nasopharynx, unspecified",Neoplasms,20,32,20,0.6,-0.375,0,5584,4388,5393,-1196,1005,-191
c139,c,"Malignant neoplasm of hypopharynx, unspecified",Neoplasms,10,20,17,1,-0.15,0.7,6644,5422,5736,-1222,314,-908
c140,c,"Malignant neoplasm of pharynx, unspecified",Neoplasms,68,66,61,-0.029411765,-0.075757576,-0.102941176,3220,3149,3285,-71,136,65
c155,c,Malignant neoplasm of lower third of esophagus,Neoplasms,85,98,98,0.152941176,0,0.152941176,2850,2518,2553,-332,35,-297
c159,c,"Malignant neoplasm of esophagus, unspecified",Neoplasms,228,245,215,0.074561404,-0.12244898,-0.057017544,1649,1527,1659,-122,132,10
c160,c,Malignant neoplasm of cardia,Neoplasms,85,63,75,-0.258823529,0.19047619,-0.117647059,2849,3214,2950,365,-264,101
c169,c,"Malignant neoplasm of stomach, unspecified",Neoplasms,234,218,172,-0.068376068,-0.211009174,-0.264957265,1627,1655,1880,28,225,253
c170,c,Malignant neoplasm of duodenum,Neoplasms,35,39,44,0.114285714,0.128205128,0.257142857,4383,4010,3854,-373,-156,-529
c179,c,"Malignant neoplasm of small intestine, unspecified",Neoplasms,18,19,11,0.055555556,-0.421052632,-0.388888889,5785,5524,6484,-261,960,699
c180,c,Malignant neoplasm of cecum,Neoplasms,137,118,128,-0.138686131,0.084745763,-0.065693431,2188,2294,2217,106,-77,29
c181,c,Malignant neoplasm of appendix,Neoplasms,62,49,80,-0.209677419,0.632653061,0.290322581,3376,3595,2850,219,-745,-526
c182,c,Malignant neoplasm of ascending colon,Neoplasms,197,194,162,-0.015228426,-0.164948454,-0.177664975,1801,1778,1941,-23,163,140
c183,c,Malignant neoplasm of hepatic flexure,Neoplasms,34,39,41,0.147058824,0.051282051,0.205882353,4438,4007,3983,-431,-24,-455
c184,c,Malignant neoplasm of transverse colon,Neoplasms,78,87,75,0.115384615,-0.137931034,-0.038461538,2985,2704,2946,-281,242,-39
c185,c,Malignant neoplasm of splenic flexure,Neoplasms,16,20,20,0.25,0,0.25,6001,5411,5382,-590,-29,-619
c186,c,Malignant neoplasm of descending colon,Neoplasms,44,49,45,0.113636364,-0.081632653,0.022727273,3955,3593,3808,-362,215,-147
c187,c,Malignant neoplasm of sigmoid colon,Neoplasms,201,224,205,0.114427861,-0.084821429,0.019900498,1784,1627,1713,-157,86,-71
c189,c,"Malignant neoplasm of colon, unspecified",Neoplasms,647,625,591,-0.034003091,-0.0544,-0.086553323,851,849,892,-2,43,41
c19,c,Malignant neoplasm of rectosigmoid junction,Neoplasms,364,300,309,-0.175824176,0.03,-0.151098901,1230,1353,1343,123,-10,113
c20,c,Malignant neoplasm of rectum,Neoplasms,478,404,413,-0.154811715,0.022277228,-0.135983264,1051,1129,1138,78,9,87
c210,c,"Malignant neoplasm of anus, unspecified",Neoplasms,45,49,52,0.088888889,0.06122449,0.155555556,3904,3589,3547,-315,-42,-357
c211,c,Malignant neoplasm of anal canal,Neoplasms,10,11,10,0.1,-0.090909091,0,6625,6481,6575,-144,94,-50
c218,c,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",Neoplasms,34,26,25,-0.235294118,-0.038461538,-0.264705882,4431,4821,4927,390,106,496
c220,c,Liver cell carcinoma,Neoplasms,505,456,495,-0.097029703,0.085526316,-0.01980198,1022,1057,1005,35,-52,-17
c221,c,Intrahepatic bile duct carcinoma,Neoplasms,252,236,279,-0.063492063,0.18220339,0.107142857,1546,1555,1429,9,-126,-117
c227,c,Other specified carcinomas of liver,Neoplasms,17,16,14,-0.058823529,-0.125,-0.176470588,5875,5862,6076,-13,214,201
c228,c,"Malignant neoplasm of liver, primary, unspecified as to type",Neoplasms,48,35,37,-0.270833333,0.057142857,-0.229166667,3797,4185,4140,388,-45,343
c229,c,"Malignant neoplasm of liver, not specified as primary or secondary",Neoplasms,79,87,64,0.101265823,-0.264367816,-0.189873418,2963,2698,3191,-265,493,228
c23,c,Malignant neoplasm of gallbladder,Neoplasms,59,87,76,0.474576271,-0.126436782,0.288135593,3446,2698,2923,-748,225,-523
c240,c,Malignant neoplasm of extrahepatic bile duct,Neoplasms,56,32,32,-0.428571429,0,-0.428571429,3529,4366,4445,837,79,916
c241,c,Malignant neoplasm of ampulla of Vater,Neoplasms,33,29,31,-0.121212121,0.068965517,-0.060606061,4485,4571,4512,86,-59,27
c249,c,"Malignant neoplasm of biliary tract, unspecified",Neoplasms,22,15,11,-0.318181818,-0.266666667,-0.5,5351,5967,6463,616,496,1112
c250,c,Malignant neoplasm of head of pancreas,Neoplasms,249,221,244,-0.112449799,0.104072398,-0.020080321,1558,1636,1550,78,-86,-8
c251,c,Malignant neoplasm of body of pancreas,Neoplasms,41,50,48,0.219512195,-0.04,0.170731707,4068,3545,3677,-523,132,-391
c252,c,Malignant neoplasm of tail of pancreas,Neoplasms,49,58,57,0.183673469,-0.017241379,0.163265306,3754,3324,3385,-430,61,-369
c253,c,Malignant neoplasm of pancreatic duct,Neoplasms,15,29,33,0.933333333,0.137931034,1.2,6108,4568,4380,-1540,-188,-1728
c259,c,"Malignant neoplasm of pancreas, unspecified",Neoplasms,632,608,655,-0.037974684,0.077302632,0.036392405,864,870,826,6,-44,-38
c269,c,Malignant neoplasm of ill-defined sites within the digestive system,Neoplasms,14,11,14,-0.214285714,0.272727273,0,6217,6466,6066,249,-400,-151
c320,c,Malignant neoplasm of glottis,Neoplasms,11,18,13,0.636363636,-0.277777778,0.181818182,6527,5609,6202,-918,593,-325
c321,c,Malignant neoplasm of supraglottis,Neoplasms,34,20,22,-0.411764706,0.1,-0.352941176,4421,5392,5181,971,-211,760
c329,c,"Malignant neoplasm of larynx, unspecified",Neoplasms,65,77,73,0.184615385,-0.051948052,0.123076923,3285,2859,2987,-426,128,-298
c3401,c,Malignant neoplasm of right main bronchus,Neoplasms,40,42,27,0.05,-0.357142857,-0.325,4108,3857,4755,-251,898,647
c3402,c,Malignant neoplasm of left main bronchus,Neoplasms,35,22,19,-0.371428571,-0.136363636,-0.457142857,4361,5152,5468,791,316,1107
c3411,c,"Malignant neoplasm of upper lobe, right bronchus or lung",Neoplasms,400,395,353,-0.0125,-0.106329114,-0.1175,1161,1137,1244,-24,107,83
c3412,c,"Malignant neoplasm of upper lobe, left bronchus or lung",Neoplasms,329,286,248,-0.130699088,-0.132867133,-0.246200608,1312,1386,1531,74,145,219
c342,c,"Malignant neoplasm of middle lobe, bronchus or lung",Neoplasms,62,43,49,-0.306451613,0.139534884,-0.209677419,3362,3811,3637,449,-174,275
c3431,c,"Malignant neoplasm of lower lobe, right bronchus or lung",Neoplasms,225,213,174,-0.053333333,-0.183098592,-0.226666667,1658,1664,1857,6,193,199
c3432,c,"Malignant neoplasm of lower lobe, left bronchus or lung",Neoplasms,187,190,150,0.016042781,-0.210526316,-0.197860963,1839,1788,2015,-51,227,176
c3481,c,Malignant neoplasm of overlapping sites of right bronchus and lung,Neoplasms,21,14,13,-0.333333333,-0.071428571,-0.380952381,5430,6090,6193,660,103,763
c3490,c,Malignant neoplasm of unspecified part of unspecified bronchus or lung,Neoplasms,1473,1468,1243,-0.003394433,-0.153269755,-0.156143924,481,465,535,-16,70,54
c3491,c,Malignant neoplasm of unspecified part of right bronchus or lung,Neoplasms,283,285,255,0.007067138,-0.105263158,-0.098939929,1446,1388,1506,-58,118,60
c3492,c,Malignant neoplasm of unspecified part of left bronchus or lung,Neoplasms,218,201,195,-0.077981651,-0.029850746,-0.105504587,1683,1723,1750,40,27,67
c37,c,Malignant neoplasm of thymus,Neoplasms,15,22,19,0.466666667,-0.136363636,0.266666667,6094,5144,5460,-950,316,-634
c4002,c,Malignant neoplasm of scapula and long bones of left upper limb,Neoplasms,18,35,20,0.944444444,-0.428571429,0.111111111,5748,4169,5352,-1579,1183,-396
c4021,c,Malignant neoplasm of long bones of right lower limb,Neoplasms,46,54,59,0.173913043,0.092592593,0.282608696,3840,3415,3321,-425,-94,-519
c4022,c,Malignant neoplasm of long bones of left lower limb,Neoplasms,116,89,72,-0.232758621,-0.191011236,-0.379310345,2393,2650,3000,257,350,607
c411,c,Malignant neoplasm of mandible,Neoplasms,37,34,22,-0.081081081,-0.352941176,-0.405405405,4240,4212,5169,-28,957,929
c412,c,Malignant neoplasm of vertebral column,Neoplasms,33,25,19,-0.242424242,-0.24,-0.424242424,4466,4868,5456,402,588,990
c414,c,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Neoplasms,65,70,37,0.076923077,-0.471428571,-0.430769231,3277,3011,4123,-266,1112,846
c419,c,"Malignant neoplasm of bone and articular cartilage, unspecified",Neoplasms,80,52,69,-0.35,0.326923077,-0.1375,2931,3475,3069,544,-406,138
c434,c,Malignant melanoma of scalp and neck,Neoplasms,26,33,14,0.269230769,-0.575757576,-0.461538462,4980,4281,6046,-699,1765,1066
c4359,c,Malignant melanoma of other part of trunk,Neoplasms,20,25,15,0.25,-0.4,-0.25,5534,4865,5921,-669,1056,387
c439,c,"Malignant melanoma of skin, unspecified",Neoplasms,217,201,190,-0.073732719,-0.054726368,-0.124423963,1696,1723,1776,27,53,80
c44319,c,Basal cell carcinoma of skin of other parts of face,Neoplasms,14,12,13,-0.142857143,0.083333333,-0.071428571,6193,6321,6179,128,-142,-14
c44320,c,Squamous cell carcinoma of skin of unspecified parts of face,Neoplasms,11,15,12,0.363636364,-0.2,0.090909091,6502,5938,6302,-564,364,-200
c44329,c,Squamous cell carcinoma of skin of other parts of face,Neoplasms,32,32,29,0,-0.09375,-0.09375,4531,4344,4600,-187,256,69
c4440,c,Unspecified malignant neoplasm of skin of scalp and neck,Neoplasms,10,12,13,0.2,0.083333333,0.3,6581,6319,6178,-262,-141,-403
c4442,c,Squamous cell carcinoma of skin of scalp and neck,Neoplasms,47,33,35,-0.29787234,0.060606061,-0.255319149,3804,4280,4237,476,-43,433
c4490,c,"Unspecified malignant neoplasm of skin, unspecified",Neoplasms,102,99,63,-0.029411765,-0.363636364,-0.382352941,2565,2482,3204,-83,722,639
c4491,c,"Basal cell carcinoma of skin, unspecified",Neoplasms,58,50,37,-0.137931034,-0.26,-0.362068966,3462,3529,4120,67,591,658
c4492,c,"Squamous cell carcinoma of skin, unspecified",Neoplasms,31,43,21,0.387096774,-0.511627907,-0.322580645,4584,3799,5251,-785,1452,667
c457,c,Mesothelioma of other sites,Neoplasms,14,12,14,-0.142857143,0.166666667,0,6188,6315,6039,127,-276,-149
c459,c,"Mesothelioma, unspecified",Neoplasms,26,22,18,-0.153846154,-0.181818182,-0.307692308,4974,5129,5557,155,428,583
c469,c,"Kaposi's sarcoma, unspecified",Neoplasms,21,15,12,-0.285714286,-0.2,-0.428571429,5413,5932,6294,519,362,881
c480,c,Malignant neoplasm of retroperitoneum,Neoplasms,67,65,67,-0.029850746,0.030769231,0,3227,3140,3100,-87,-40,-127
c482,c,"Malignant neoplasm of peritoneum, unspecified",Neoplasms,37,20,19,-0.459459459,-0.05,-0.486486486,4233,5363,5447,1130,84,1214
c490,c,"Malignant neoplasm of connective and soft tissue of head, face and neck",Neoplasms,41,21,24,-0.487804878,0.142857143,-0.414634146,4048,5242,4989,1194,-253,941
c4921,c,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Neoplasms,34,38,25,0.117647059,-0.342105263,-0.264705882,4398,4017,4895,-381,878,497
c4922,c,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Neoplasms,54,38,36,-0.296296296,-0.052631579,-0.333333333,3575,4017,4165,442,148,590
c493,c,Malignant neoplasm of connective and soft tissue of thorax,Neoplasms,18,25,31,0.388888889,0.24,0.722222222,5727,4856,4488,-871,-368,-1239
c494,c,Malignant neoplasm of connective and soft tissue of abdomen,Neoplasms,18,17,22,-0.055555556,0.294117647,0.222222222,5727,5697,5157,-30,-540,-570
c495,c,Malignant neoplasm of connective and soft tissue of pelvis,Neoplasms,15,26,26,0.733333333,0,0.733333333,6070,4783,4810,-1287,27,-1260
c499,c,"Malignant neoplasm of connective and soft tissue, unspecified",Neoplasms,139,94,101,-0.323741007,0.074468085,-0.273381295,2154,2575,2485,421,-90,331
c49a0,c,"Gastrointestinal stromal tumor, unspecified site",Neoplasms,32,32,20,0,-0.375,-0.375,4522,4336,5333,-186,997,811
c49a2,c,Gastrointestinal stromal tumor of stomach,Neoplasms,55,43,47,-0.218181818,0.093023256,-0.145454545,3546,3797,3702,251,-95,156
c49a3,c,Gastrointestinal stromal tumor of small intestine,Neoplasms,28,20,21,-0.285714286,0.05,-0.25,4794,5355,5242,561,-113,448
c50111,c,Malignant neoplasm of central portion of right female breast,Neoplasms,15,11,14,-0.266666667,0.272727273,-0.066666667,6066,6418,6026,352,-392,-40
c50411,c,Malignant neoplasm of upper-outer quadrant of right female breast,Neoplasms,44,24,31,-0.454545455,0.291666667,-0.295454545,3920,4942,4486,1022,-456,566
c50412,c,Malignant neoplasm of upper-outer quadrant of left female breast,Neoplasms,40,46,29,0.15,-0.369565217,-0.275,4086,3680,4591,-406,911,505
c50812,c,Malignant neoplasm of overlapping sites of left female breast,Neoplasms,17,16,21,-0.058823529,0.3125,0.235294118,5822,5808,5240,-14,-568,-582
c50911,c,Malignant neoplasm of unspecified site of right female breast,Neoplasms,340,292,249,-0.141176471,-0.147260274,-0.267647059,1278,1372,1525,94,153,247
c50912,c,Malignant neoplasm of unspecified site of left female breast,Neoplasms,380,286,273,-0.247368421,-0.045454545,-0.281578947,1193,1384,1445,191,61,252
c50919,c,Malignant neoplasm of unspecified site of unspecified female breast,Neoplasms,808,737,718,-0.087871287,-0.02578019,-0.111386139,728,753,785,25,32,57
c519,c,"Malignant neoplasm of vulva, unspecified",Neoplasms,36,38,45,0.055555556,0.184210526,0.25,4277,4011,3775,-266,-236,-502
c52,c,Malignant neoplasm of vagina,Neoplasms,17,23,21,0.352941176,-0.086956522,0.235294118,5818,5031,5236,-787,205,-582
c530,c,Malignant neoplasm of endocervix,Neoplasms,18,11,12,-0.388888889,0.090909091,-0.333333333,5717,6410,6273,693,-137,556
c539,c,"Malignant neoplasm of cervix uteri, unspecified",Neoplasms,227,203,214,-0.105726872,0.054187192,-0.057268722,1643,1710,1653,67,-57,10
c541,c,Malignant neoplasm of endometrium,Neoplasms,316,273,244,-0.136075949,-0.106227106,-0.227848101,1350,1418,1542,68,124,192
c55,c,"Malignant neoplasm of uterus, part unspecified",Neoplasms,94,118,98,0.255319149,-0.169491525,0.042553191,2675,2272,2527,-403,255,-148
c561,c,Malignant neoplasm of right ovary,Neoplasms,93,96,76,0.032258065,-0.208333333,-0.182795699,2690,2533,2906,-157,373,216
c562,c,Malignant neoplasm of left ovary,Neoplasms,110,97,84,-0.118181818,-0.134020619,-0.236363636,2463,2513,2748,50,235,285
c569,c,Malignant neoplasm of unspecified ovary,Neoplasms,395,373,381,-0.055696203,0.021447721,-0.035443038,1165,1177,1187,12,10,22
c609,c,"Malignant neoplasm of penis, unspecified",Neoplasms,10,17,13,0.7,-0.235294118,0.3,6546,5679,6145,-867,466,-401
c61,c,Malignant neoplasm of prostate,Neoplasms,1915,1804,1685,-0.057963446,-0.065964523,-0.120104439,390,401,425,11,24,35
c6290,c,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",Neoplasms,57,54,50,-0.052631579,-0.074074074,-0.122807018,3475,3399,3578,-76,179,103
c6291,c,"Malignant neoplasm of right testis, unspecified whether descended or undescended",Neoplasms,29,17,27,-0.413793103,0.588235294,-0.068965517,4707,5677,4719,970,-958,12
c6292,c,"Malignant neoplasm of left testis, unspecified whether descended or undescended",Neoplasms,17,13,21,-0.235294118,0.615384615,0.235294118,5808,6151,5227,343,-924,-581
